home_team,away_team,home_team_score,away_team_score
MIA,PHI,8,3
DET,PIT,7,3
WSH,COL,6,10
NYY,LAA,0,4
TOR,ARI,5,4
CIN,MIN,6,5
ATL,NYM,5,4
TB,BAL,1,5
CWS,STL,2,12
TEX,KC,1,6
CHC,MIL,5,3
SEA,BOS,8,0
SF,CLE,2,3
Athletics,HOU,3,13
LAD,SD,8,6
