home_team,away_team,home_team_score,away_team_score
DET,NYY,6,2
PIT,STL,8,4
WSH,LAD,6,4
BOS,TOR,2,6
NYM,MIA,2,0
CHC,TEX,7,0
KC,MIN,4,2
ARI,BAL,1,5
SEA,HOU,4,3
SF,CIN,0,2
Athletics,SD,4,5
