home_team,away_team,home_team_score,away_team_score
DET,MIN,3,9
PHI,CLE,1,3
TB,CIN,2,3
BAL,SD,4,6
TOR,TEX,6,5
NYM,ATL,8,4
BOS,NYY,9,7
KC,CHC,6,0
HOU,LAD,5,0
CWS,SEA,0,10
MIL,MIA,2,6
STL,WSH,8,10
LAA,OAK,4,5
ARI,PIT,4,3
SF,COL,11,4
