home_team,away_team,home_team_score,away_team_score
PIT,KC,1,5
NYY,BOS,1,7
TOR,STL,7,2
PHI,NYM,6,4
WSH,MIA,4,1
DET,BAL,2,4
CLE,TB,6,1
MIN,CIN,1,11
CWS,OAK,7,6
ATL,LAD,10,1
COL,CHC,6,5
ARI,MIL,8,15
SF,SD,0,8
LAA,HOU,3,5
SEA,TEX,5,4
