home_team,away_team,home_team_score,away_team_score
PHI,PIT,1,6
MIL,CIN,2,7
COL,MIA,14,4
CLE,CWS,6,5
ATL,STL,5,11
KC,TB,2,5
TEX,DET,10,4
SEA,LAA,1,0
LAD,SD,12,7
