home_team,away_team,home_team_score,away_team_score
DET,SF,3,1
MIL,BOS,3,2
CHC,COL,3,1
BAL,STL,5,2
TEX,TOR,1,2
KC,CIN,4,7
NYM,CWS,2,1
CLE,LAD,2,7
TB,MIN,7,2
ARI,PIT,5,0
SD,MIA,4,3
LAA,NYY,1,5
