home_team,away_team,home_team_score,away_team_score
HOU,STL,1,1
TB,WSH,14,4
MIN,PIT,15,3
PHI,ATL,16,9
DET,NYY,6,8
TOR,BAL,6,4
NYM,BOS,2,3
MIA,HOU,5,10
CIN,Athletics,1,12
SF,TEX,3,7
COL,CLE,6,4
KC,SD,6,5
CWS,MIL,3,9
SEA,ARI,N/A,N/A
