home_team,away_team,home_team_score,away_team_score
BAL,ARI,3,4
DET,KC,2,1
PIT,WSH,4,5
CIN,SF,2,1
PHI,CHC,4,10
NYY,LAA,1,7
ATL,MIA,6,5
MIN,BOS,6,0
CWS,TB,5,8
MIL,TOR,7,9
STL,CLE,6,5
HOU,COL,7,6
SD,SEA,4,1
Athletics,TEX,2,1
LAD,NYM,2,1
