home_team,away_team,home_team_score,away_team_score
BAL,TB,6,0
CLE,DET,5,2
CIN,PIT,2,4
PHI,MIA,5,6
NYY,CWS,3,2
TOR,BOS,1,4
ATL,WSH,3,2
CHC,NYM,7,9
TEX,MIN,1,4
LAA,KC,4,8
ARI,LAD,5,4
SEA,COL,4,3
SD,MIL,7,0
SF,STL,8,9
Athletics,HOU,5,1
