home_team,away_team,home_team_score,away_team_score
CLE,BOS,5,4
CLE,BOS,3,7
DET,BAL,4,3
DET,BAL,6,2
MIN,LAA,5,1
STL,MIL,6,5
COL,CIN,4,6
WSH,NYM,0,2
SF,TEX,3,2
CHC,PHI,4,10
Athletics,CWS,3,10
KC,HOU,2,0
ARI,ATL,7,8
SD,TB,1,4
LAD,PIT,8,4
SEA,MIA,14,0
NYY,TOR,N/A,N/A
