home_team,away_team,home_team_score,away_team_score
MIN,TB,6,5
CHC,STL,6,8
TOR,LAA,4,3
WSH,BOS,3,10
PHI,CIN,5,1
ARI,KC,7,1
ATL,BAL,6,9
NYM,NYY,12,6
MIA,MIL,4,2
CLE,DET,0,1
LAD,HOU,4,6
COL,CWS,3,10
SD,TEX,4,7
Athletics,SF,2,7
SEA,PIT,1,0
