home_team,away_team,home_team_score,away_team_score
BOS,CWS,4,2
CLE,NYY,6,4
DET,SD,6,4
MIA,CIN,6,3
NYM,PHI,5,4
ATL,STL,7,6
HOU,TOR,7,0
SF,MIL,5,2
