home_team,away_team,home_team_score,away_team_score
WSH,CLE,6,8
MIL,HOU,1,9
STL,PIT,5,0
CHC,SF,1,3
Athletics,SEA,5,6
ARI,NYM,1,7
MIA,LAD,1,10
BOS,TEX,6,4
TB,PHI,0,7
NYY,SD,4,3
ATL,CIN,3,4
MIN,BAL,5,2
KC,CWS,2,1
COL,DET,6,8
LAA,TOR,5,4
