home_team,away_team,home_team_score,away_team_score
BAL,TB,4,3
DET,TOR,4,4
MIN,BOS,3,5
PHI,DET,5,3
ATL,PIT,3,1
NYM,STL,0,6
MIA,HOU,1,4
CHC,COL,7,14
KC,SEA,8,8
CLE,TEX,4,11
CWS,CIN,2,3
ARI,LAD,7,10
SD,LAA,7,3
MIL,SF,13,12
NYY,WSH,7,0
