home_team,away_team,home_team_score,away_team_score
CLE,MIN,2,1
BAL,NYY,3,15
PIT,CHC,0,9
PHI,WSH,7,6
TB,KC,1,3
TOR,BOS,2,10
NYM,ARI,8,3
CWS,MIL,2,7
TEX,Athletics,15,2
HOU,DET,6,4
COL,ATL,2,8
SEA,LAA,5,3
SD,SF,7,4
LAD,MIA,15,2
CIN,STL,N/A,N/A
